Store_1_Dept_1,2010-02-05,24924.5
Store_1_Dept_2,2010-02-05,50605.27
Store_1_Dept_2,2010-02-12,44682.74
Store_1_Dept_1,2010-02-12,46039.49
Store_1_Dept_2,2010-02-19,47928.89
Store_1_Dept_1,2010-02-19,41595.55
Store_1_Dept_2,2010-02-26,44292.87
Store_1_Dept_1,2010-02-26,19403.54
Store_1_Dept_1,2010-03-05,21827.9
Store_1_Dept_2,2010-03-05,48397.98
Store_1_Dept_2,2010-03-12,43751.94
Store_1_Dept_1,2010-03-12,21043.39
Store_1_Dept_2,2010-03-19,43615.49
Store_1_Dept_1,2010-03-19,22136.64
Store_1_Dept_2,2010-03-26,41892.55
Store_1_Dept_1,2010-03-26,26229.21
Store_1_Dept_2,2010-04-02,47450.5
Store_1_Dept_1,2010-04-02,57258.43
Store_1_Dept_1,2010-04-09,42960.91
Store_1_Dept_2,2010-04-09,46549.73
Store_1_Dept_2,2010-04-16,45025.02
Store_1_Dept_1,2010-04-16,17596.96
Store_1_Dept_2,2010-04-23,44418.11
Store_1_Dept_1,2010-04-23,16145.35
Store_1_Dept_1,2010-04-30,16555.11
Store_1_Dept_2,2010-04-30,45971.3
Store_1_Dept_1,2010-05-07,17413.94
Store_1_Dept_2,2010-05-07,47903.01
Store_1_Dept_2,2010-05-14,43675.61
Store_1_Dept_1,2010-05-14,18926.74
Store_1_Dept_1,2010-05-21,14773.04
Store_1_Dept_2,2010-05-21,44319.15
Store_1_Dept_1,2010-05-28,15580.43
Store_1_Dept_2,2010-05-28,44619.52
Store_1_Dept_1,2010-06-04,17558.09
Store_1_Dept_2,2010-06-04,48754.47
Store_1_Dept_1,2010-06-11,16637.62
Store_1_Dept_2,2010-06-11,47089.54
Store_1_Dept_1,2010-06-18,16216.27
Store_1_Dept_2,2010-06-18,44428.71
Store_1_Dept_1,2010-06-25,16328.72
Store_1_Dept_2,2010-06-25,45299.92
Store_1_Dept_2,2010-07-02,47077.72
Store_1_Dept_1,2010-07-02,16333.14
Store_1_Dept_2,2010-07-09,46752.12
Store_1_Dept_1,2010-07-09,17688.76
Store_1_Dept_2,2010-07-16,44339.2
Store_1_Dept_1,2010-07-16,17150.84
Store_1_Dept_2,2010-07-23,44763.33
Store_1_Dept_1,2010-07-23,15360.45
Store_1_Dept_2,2010-07-30,45833.77
Store_1_Dept_1,2010-07-30,15381.82
Store_1_Dept_2,2010-08-06,50031.73
Store_1_Dept_1,2010-08-06,17508.41
Store_1_Dept_2,2010-08-13,45475.69
Store_1_Dept_1,2010-08-13,15536.4
Store_1_Dept_2,2010-08-20,49754.17
Store_1_Dept_1,2010-08-20,15740.13
Store_1_Dept_2,2010-08-27,49623.53
Store_1_Dept_1,2010-08-27,15793.87
Store_1_Dept_1,2010-09-03,16241.78
Store_1_Dept_2,2010-09-03,49015.05
Store_1_Dept_2,2010-09-10,45182.5
Store_1_Dept_1,2010-09-10,18194.74
Store_1_Dept_2,2010-09-17,44681.64
Store_1_Dept_1,2010-09-17,19354.23
Store_1_Dept_1,2010-09-24,18122.52
Store_1_Dept_2,2010-09-24,42477.49
Store_1_Dept_1,2010-10-01,20094.19
Store_1_Dept_2,2010-10-01,45829.02
Store_1_Dept_1,2010-10-08,23388.03
Store_1_Dept_2,2010-10-08,46387.54
Store_1_Dept_1,2010-10-15,26978.34
Store_1_Dept_2,2010-10-15,43110.79
Store_1_Dept_1,2010-10-22,25543.04
Store_1_Dept_2,2010-10-22,42371.48
Store_1_Dept_1,2010-10-29,38640.93
Store_1_Dept_2,2010-10-29,44081.33
Store_1_Dept_1,2010-11-05,34238.88
Store_1_Dept_2,2010-11-05,46381.43
Store_1_Dept_1,2010-11-12,19549.39
Store_1_Dept_2,2010-11-12,43194.49
Store_1_Dept_2,2010-11-19,41443.25
Store_1_Dept_1,2010-11-19,19552.84
Store_1_Dept_1,2010-11-26,18820.29
Store_1_Dept_2,2010-11-26,45681.98
Store_1_Dept_2,2010-12-03,44405.02
Store_1_Dept_1,2010-12-03,22517.56
Store_1_Dept_1,2010-12-10,31497.65
Store_1_Dept_2,2010-12-10,46955.82
Store_1_Dept_1,2010-12-17,44912.86
Store_1_Dept_2,2010-12-17,49303.28
Store_1_Dept_1,2010-12-24,55931.23
Store_1_Dept_2,2010-12-24,59889.32
Store_1_Dept_1,2010-12-31,19124.58
Store_1_Dept_2,2010-12-31,35819.83
Store_1_Dept_1,2011-01-07,15984.24
Store_1_Dept_2,2011-01-07,43202.29
Store_1_Dept_1,2011-01-14,17359.7
Store_1_Dept_2,2011-01-14,39857.4
Store_1_Dept_1,2011-01-21,17341.47
Store_1_Dept_2,2011-01-21,41596.99
Store_1_Dept_2,2011-01-28,41651.01
Store_1_Dept_1,2011-01-28,18461.18
Store_1_Dept_2,2011-02-04,46829.12
Store_1_Dept_1,2011-02-04,21665.76
Store_1_Dept_1,2011-02-11,37887.17
Store_1_Dept_2,2011-02-11,47595.35
Store_1_Dept_1,2011-02-18,46845.87
Store_1_Dept_2,2011-02-18,49202.06
Store_1_Dept_1,2011-02-25,19363.83
Store_1_Dept_2,2011-02-25,46165.25
Store_1_Dept_1,2011-03-04,20327.61
Store_1_Dept_2,2011-03-04,53035.54
Store_1_Dept_1,2011-03-11,21280.4
Store_1_Dept_2,2011-03-11,48465.72
Store_1_Dept_1,2011-03-18,20334.23
Store_1_Dept_2,2011-03-18,45222.3
Store_1_Dept_1,2011-03-25,20881.1
Store_1_Dept_2,2011-03-25,44293.54
Store_1_Dept_1,2011-04-01,20398.09
Store_1_Dept_2,2011-04-01,46991.58
Store_1_Dept_1,2011-04-08,23873.79
Store_1_Dept_2,2011-04-08,48501.79
Store_1_Dept_1,2011-04-15,28762.37
Store_1_Dept_2,2011-04-15,44464.74
Store_1_Dept_2,2011-04-22,46544.56
Store_1_Dept_1,2011-04-22,50510.31
Store_1_Dept_2,2011-04-29,43682.41
Store_1_Dept_1,2011-04-29,41512.39
Store_1_Dept_2,2011-05-06,50139.92
Store_1_Dept_1,2011-05-06,20138.19
Store_1_Dept_1,2011-05-13,17235.15
Store_1_Dept_2,2011-05-13,44274.15
Store_1_Dept_1,2011-05-20,15136.78
Store_1_Dept_2,2011-05-20,44302.11
Store_1_Dept_1,2011-05-27,15741.6
Store_1_Dept_2,2011-05-27,45072.11
Store_1_Dept_1,2011-06-03,16434.15
Store_1_Dept_2,2011-06-03,47844.27
Store_1_Dept_1,2011-06-10,15883.52
Store_1_Dept_2,2011-06-10,46363.93
Store_1_Dept_1,2011-06-17,14978.09
Store_1_Dept_2,2011-06-17,42939.63
Store_1_Dept_2,2011-06-24,42415.81
Store_1_Dept_1,2011-06-24,15682.81
Store_1_Dept_1,2011-07-01,15363.5
Store_1_Dept_2,2011-07-01,45247.74
Store_1_Dept_1,2011-07-08,16148.87
Store_1_Dept_2,2011-07-08,44623.23
Store_1_Dept_1,2011-07-15,15654.85
Store_1_Dept_2,2011-07-15,43260.96
Store_1_Dept_2,2011-07-22,45113.56
Store_1_Dept_1,2011-07-22,15766.6
Store_1_Dept_2,2011-07-29,43191.02
Store_1_Dept_1,2011-07-29,15922.41
Store_1_Dept_2,2011-08-05,49359.75
Store_1_Dept_1,2011-08-05,15295.55
Store_1_Dept_1,2011-08-12,14539.79
Store_1_Dept_2,2011-08-12,45341.92
Store_1_Dept_1,2011-08-19,14689.24
Store_1_Dept_2,2011-08-19,46391.12
Store_1_Dept_1,2011-08-26,14537.37
Store_1_Dept_2,2011-08-26,47659.93
Store_1_Dept_2,2011-09-02,49419.75
Store_1_Dept_1,2011-09-02,15277.27
Store_1_Dept_2,2011-09-09,43315.85
Store_1_Dept_1,2011-09-09,17746.68
Store_1_Dept_2,2011-09-16,42963.96
Store_1_Dept_1,2011-09-16,18535.48
Store_1_Dept_1,2011-09-23,17859.3
Store_1_Dept_2,2011-09-23,43390.94
Store_1_Dept_1,2011-09-30,18337.68
Store_1_Dept_2,2011-09-30,46045.09
Store_1_Dept_1,2011-10-07,20797.58
Store_1_Dept_2,2011-10-07,49880.69
Store_1_Dept_2,2011-10-14,43306.38
Store_1_Dept_1,2011-10-14,23077.55
Store_1_Dept_2,2011-10-21,42487.67
Store_1_Dept_1,2011-10-21,23351.8
Store_1_Dept_2,2011-10-28,41682.4
Store_1_Dept_1,2011-10-28,31579.9
Store_1_Dept_1,2011-11-04,39886.06
Store_1_Dept_2,2011-11-04,47313.62
Store_1_Dept_1,2011-11-11,18689.54
Store_1_Dept_2,2011-11-11,44936.47
Store_1_Dept_1,2011-11-18,19050.66
Store_1_Dept_2,2011-11-18,43997.78
Store_1_Dept_1,2011-11-25,20911.25
Store_1_Dept_2,2011-11-25,44259.59
Store_1_Dept_1,2011-12-02,25293.49
Store_1_Dept_2,2011-12-02,45928.14
Store_1_Dept_1,2011-12-09,33305.92
Store_1_Dept_2,2011-12-09,49357.43
Store_1_Dept_1,2011-12-16,45773.03
Store_1_Dept_2,2011-12-16,51137.42
Store_1_Dept_1,2011-12-23,46788.75
Store_1_Dept_2,2011-12-23,65615.36
Store_1_Dept_1,2011-12-30,23350.88
Store_1_Dept_2,2011-12-30,43539.94
Store_1_Dept_1,2012-01-06,16567.69
Store_1_Dept_2,2012-01-06,44481.38
Store_1_Dept_1,2012-01-13,16894.4
Store_1_Dept_2,2012-01-13,43353.09
Store_1_Dept_1,2012-01-20,18365.1
Store_1_Dept_2,2012-01-20,43753.43
Store_1_Dept_1,2012-01-27,18378.16
Store_1_Dept_2,2012-01-27,41556.23
Store_1_Dept_1,2012-02-03,23510.49
Store_1_Dept_2,2012-02-03,54322.24
Store_1_Dept_2,2012-02-10,50581.06
Store_1_Dept_1,2012-02-10,36988.49
Store_1_Dept_1,2012-02-17,54060.1
Store_1_Dept_2,2012-02-17,46085.47
Store_1_Dept_1,2012-02-24,20124.22
Store_1_Dept_2,2012-02-24,47080.12
Store_1_Dept_1,2012-03-02,20113.03
Store_1_Dept_2,2012-03-02,52608.51
Store_1_Dept_1,2012-03-09,21140.07
Store_1_Dept_2,2012-03-09,48563.69
Store_1_Dept_1,2012-03-16,22366.88
Store_1_Dept_2,2012-03-16,47346.32
Store_1_Dept_2,2012-03-23,44796.03
Store_1_Dept_1,2012-03-23,22107.7
Store_1_Dept_2,2012-03-30,46529.68
Store_1_Dept_1,2012-03-30,28952.86
Store_1_Dept_1,2012-04-06,57592.12
Store_1_Dept_2,2012-04-06,51805.88
Store_1_Dept_1,2012-04-13,34684.21
Store_1_Dept_2,2012-04-13,43991.18
Store_1_Dept_1,2012-04-20,16976.19
Store_1_Dept_2,2012-04-20,45561.85
Store_1_Dept_1,2012-04-27,16347.6
Store_1_Dept_2,2012-04-27,45456.23
Store_1_Dept_1,2012-05-04,17147.44
Store_1_Dept_2,2012-05-04,50501.3
Store_1_Dept_1,2012-05-11,18164.2
Store_1_Dept_2,2012-05-11,46717.76
Store_1_Dept_1,2012-05-18,18517.79
Store_1_Dept_2,2012-05-18,44411.23
Store_1_Dept_1,2012-05-25,16963.55
Store_1_Dept_2,2012-05-25,45817.07
Store_1_Dept_2,2012-06-01,47425.29
Store_1_Dept_1,2012-06-01,16065.49
Store_1_Dept_2,2012-06-08,49439.58
Store_1_Dept_1,2012-06-08,17666.0
Store_1_Dept_2,2012-06-15,46637.48
Store_1_Dept_1,2012-06-15,17558.82
Store_1_Dept_2,2012-06-22,46075.0
Store_1_Dept_1,2012-06-22,16633.41
Store_1_Dept_2,2012-06-29,47629.14
Store_1_Dept_1,2012-06-29,15722.82
Store_1_Dept_2,2012-07-06,49771.92
Store_1_Dept_1,2012-07-06,17823.37
Store_1_Dept_2,2012-07-13,44411.95
Store_1_Dept_1,2012-07-13,16566.18
Store_1_Dept_2,2012-07-20,45108.22
Store_1_Dept_1,2012-07-20,16348.06
Store_1_Dept_1,2012-07-27,15731.18
Store_1_Dept_2,2012-07-27,45008.22
Store_1_Dept_1,2012-08-03,16628.31
Store_1_Dept_2,2012-08-03,49424.06
Store_1_Dept_1,2012-08-10,16119.92
Store_1_Dept_2,2012-08-10,46729.91
Store_1_Dept_1,2012-08-17,17330.7
Store_1_Dept_2,2012-08-17,46350.97
Store_1_Dept_1,2012-08-24,16286.4
Store_1_Dept_2,2012-08-24,44972.52
Store_1_Dept_2,2012-08-31,50995.5
Store_1_Dept_1,2012-08-31,16680.24
Store_1_Dept_1,2012-09-07,18322.37
Store_1_Dept_2,2012-09-07,47344.5
Store_1_Dept_1,2012-09-14,19616.22
Store_1_Dept_2,2012-09-14,44493.61
Store_1_Dept_1,2012-09-21,19251.5
Store_1_Dept_2,2012-09-21,43541.07
Store_1_Dept_2,2012-09-28,45784.76
Store_1_Dept_1,2012-09-28,18947.81
Store_1_Dept_2,2012-10-05,48577.08
Store_1_Dept_1,2012-10-05,21904.47
Store_1_Dept_2,2012-10-12,42112.67
Store_1_Dept_1,2012-10-12,22764.01
Store_1_Dept_2,2012-10-19,42354.72
Store_1_Dept_1,2012-10-19,24185.27
Store_1_Dept_1,2012-10-26,27390.81
Store_1_Dept_2,2012-10-26,43134.88
Store_2_Dept_1,2010-02-05,35034.06
Store_2_Dept_2,2010-02-05,74661.16
Store_2_Dept_2,2010-02-12,65487.46
Store_2_Dept_1,2010-02-12,60483.7
Store_2_Dept_2,2010-02-19,70853.58
Store_2_Dept_1,2010-02-19,58221.52
Store_2_Dept_2,2010-02-26,64963.9
Store_2_Dept_1,2010-02-26,25962.32
Store_2_Dept_2,2010-03-05,68428.64
Store_2_Dept_1,2010-03-05,27372.05
Store_2_Dept_2,2010-03-12,66622.03
Store_2_Dept_1,2010-03-12,28660.87
Store_2_Dept_2,2010-03-19,64307.01
Store_2_Dept_1,2010-03-19,28446.92
Store_2_Dept_1,2010-03-26,32213.99
Store_2_Dept_2,2010-03-26,59770.18
Store_2_Dept_1,2010-04-02,82766.07
Store_2_Dept_2,2010-04-02,68286.2
Store_2_Dept_2,2010-04-09,64295.22
Store_2_Dept_1,2010-04-09,66560.0
Store_2_Dept_2,2010-04-16,65172.2
Store_2_Dept_1,2010-04-16,21308.59
Store_2_Dept_2,2010-04-23,66471.86
Store_2_Dept_1,2010-04-23,22163.12
Store_2_Dept_2,2010-04-30,65054.02
Store_2_Dept_1,2010-04-30,24066.2
Store_2_Dept_2,2010-05-07,68976.37
Store_2_Dept_1,2010-05-07,26191.58
Store_2_Dept_2,2010-05-14,62666.91
Store_2_Dept_1,2010-05-14,25876.55
Store_2_Dept_2,2010-05-21,69699.5
Store_2_Dept_1,2010-05-21,22689.01
Store_2_Dept_2,2010-05-28,68750.86
Store_2_Dept_1,2010-05-28,22899.73
Store_2_Dept_2,2010-06-04,68994.35
Store_2_Dept_1,2010-06-04,23869.17
Store_2_Dept_2,2010-06-11,72603.29
Store_2_Dept_1,2010-06-11,24549.01
Store_2_Dept_1,2010-06-18,23918.56
Store_2_Dept_2,2010-06-18,69633.65
Store_2_Dept_1,2010-06-25,23757.36
Store_2_Dept_2,2010-06-25,68587.69
Store_2_Dept_1,2010-07-02,23803.34
Store_2_Dept_2,2010-07-02,72107.47
Store_2_Dept_2,2010-07-09,66045.13
Store_2_Dept_1,2010-07-09,23707.54
Store_2_Dept_1,2010-07-16,23727.77
Store_2_Dept_2,2010-07-16,69430.49
Store_2_Dept_2,2010-07-23,66465.49
Store_2_Dept_1,2010-07-23,21139.52
Store_2_Dept_2,2010-07-30,67829.52
Store_2_Dept_1,2010-07-30,22749.21
Store_2_Dept_2,2010-08-06,69920.91
Store_2_Dept_1,2010-08-06,22795.72
Store_2_Dept_1,2010-08-13,21933.3
Store_2_Dept_2,2010-08-13,69947.0
Store_2_Dept_2,2010-08-20,69472.79
Store_2_Dept_1,2010-08-20,22126.52
Store_2_Dept_1,2010-08-27,21264.66
Store_2_Dept_2,2010-08-27,69300.7
Store_2_Dept_1,2010-09-03,23901.32
Store_2_Dept_2,2010-09-03,70081.13
Store_2_Dept_2,2010-09-10,65663.65
Store_2_Dept_1,2010-09-10,25710.17
Store_2_Dept_2,2010-09-17,64649.52
Store_2_Dept_1,2010-09-17,26266.39
Store_2_Dept_2,2010-09-24,65789.27
Store_2_Dept_1,2010-09-24,26127.76
Store_2_Dept_2,2010-10-01,66423.44
Store_2_Dept_1,2010-10-01,27023.35
Store_2_Dept_2,2010-10-08,64252.04
Store_2_Dept_1,2010-10-08,31524.86
Store_2_Dept_2,2010-10-15,63597.23
Store_2_Dept_1,2010-10-15,34924.59
Store_2_Dept_2,2010-10-22,62810.47
Store_2_Dept_1,2010-10-22,40755.17
Store_2_Dept_2,2010-10-29,63125.76
Store_2_Dept_1,2010-10-29,56903.47
Store_2_Dept_1,2010-11-05,46198.84
Store_2_Dept_2,2010-11-05,64267.74
Store_2_Dept_1,2010-11-12,22794.09
Store_2_Dept_2,2010-11-12,62367.28
Store_2_Dept_1,2010-11-19,24363.72
Store_2_Dept_2,2010-11-19,65120.69
Store_2_Dept_2,2010-11-26,66864.2
Store_2_Dept_1,2010-11-26,24513.63
Store_2_Dept_1,2010-12-03,30662.62
Store_2_Dept_2,2010-12-03,62758.12
Store_2_Dept_2,2010-12-10,66513.13
Store_2_Dept_1,2010-12-10,44451.34
Store_2_Dept_2,2010-12-17,74559.82
Store_2_Dept_1,2010-12-17,64512.46
Store_2_Dept_2,2010-12-24,91738.44
Store_2_Dept_1,2010-12-24,82523.73
Store_2_Dept_2,2010-12-31,55375.52
Store_2_Dept_1,2010-12-31,28482.71
Store_2_Dept_2,2011-01-07,62974.44
Store_2_Dept_1,2011-01-07,19092.94
Store_2_Dept_2,2011-01-14,56606.3
Store_2_Dept_1,2011-01-14,22159.74
Store_2_Dept_2,2011-01-21,62126.32
Store_2_Dept_1,2011-01-21,23088.16
Store_2_Dept_1,2011-01-28,25461.57
Store_2_Dept_2,2011-01-28,59940.76
Store_2_Dept_2,2011-02-04,60069.23
Store_2_Dept_1,2011-02-04,29606.98
Store_2_Dept_1,2011-02-11,51382.63
Store_2_Dept_2,2011-02-11,70619.64
Store_2_Dept_1,2011-02-18,62706.27
Store_2_Dept_2,2011-02-18,69487.17
Store_2_Dept_1,2011-02-25,22631.87
Store_2_Dept_2,2011-02-25,65829.84
Store_2_Dept_1,2011-03-04,25562.33
Store_2_Dept_2,2011-03-04,70042.14
Store_2_Dept_1,2011-03-11,26025.39
Store_2_Dept_2,2011-03-11,67898.82
Store_2_Dept_2,2011-03-18,64567.4
Store_2_Dept_1,2011-03-18,25405.55
Store_2_Dept_1,2011-03-25,23880.58
Store_2_Dept_2,2011-03-25,60715.5
Store_2_Dept_1,2011-04-01,24591.68
Store_2_Dept_2,2011-04-01,65018.79
Store_2_Dept_2,2011-04-08,61878.07
Store_2_Dept_1,2011-04-08,28223.45
Store_2_Dept_2,2011-04-15,62959.75
Store_2_Dept_1,2011-04-15,34644.85
Store_2_Dept_2,2011-04-22,64738.13
Store_2_Dept_1,2011-04-22,72065.08
Store_2_Dept_2,2011-04-29,62751.61
Store_2_Dept_1,2011-04-29,57905.55
Store_2_Dept_1,2011-05-06,24658.53
Store_2_Dept_2,2011-05-06,63235.76
Store_2_Dept_1,2011-05-13,22484.33
Store_2_Dept_2,2011-05-13,62941.61
Store_2_Dept_1,2011-05-20,21590.53
Store_2_Dept_2,2011-05-20,61960.83
Store_2_Dept_1,2011-05-27,21334.34
Store_2_Dept_2,2011-05-27,64755.07
Store_2_Dept_1,2011-06-03,22174.12
Store_2_Dept_2,2011-06-03,65848.98
Store_2_Dept_2,2011-06-10,66831.49
Store_2_Dept_1,2011-06-10,21554.22
Store_2_Dept_1,2011-06-17,22431.56
Store_2_Dept_2,2011-06-17,66648.26
Store_2_Dept_1,2011-06-24,21426.72
Store_2_Dept_2,2011-06-24,61507.28
Store_2_Dept_1,2011-07-01,21706.59
Store_2_Dept_2,2011-07-01,64838.42
Store_2_Dept_1,2011-07-08,21037.47
Store_2_Dept_2,2011-07-08,64206.49
Store_2_Dept_1,2011-07-15,20810.61
Store_2_Dept_2,2011-07-15,63850.33
Store_2_Dept_1,2011-07-22,20456.83
Store_2_Dept_2,2011-07-22,64188.7
Store_2_Dept_1,2011-07-29,20783.05
Store_2_Dept_2,2011-07-29,62022.55
Store_2_Dept_2,2011-08-05,67755.05
Store_2_Dept_1,2011-08-05,20875.73
Store_2_Dept_2,2011-08-12,66849.04
Store_2_Dept_1,2011-08-12,20580.3
Store_2_Dept_2,2011-08-19,67360.35
Store_2_Dept_1,2011-08-19,21324.65
Store_2_Dept_1,2011-08-26,21642.33
Store_2_Dept_2,2011-08-26,69418.62
Store_2_Dept_1,2011-09-02,23645.73
Store_2_Dept_2,2011-09-02,66006.89
Store_2_Dept_1,2011-09-09,22549.64
Store_2_Dept_2,2011-09-09,60703.72
Store_2_Dept_1,2011-09-16,23973.86
Store_2_Dept_2,2011-09-16,59135.08
Store_2_Dept_2,2011-09-23,61107.02
Store_2_Dept_1,2011-09-23,24204.22
Store_2_Dept_2,2011-09-30,61698.6
Store_2_Dept_1,2011-09-30,24949.42
Store_2_Dept_2,2011-10-07,64978.04
Store_2_Dept_1,2011-10-07,28071.56
Store_2_Dept_1,2011-10-14,29264.62
Store_2_Dept_2,2011-10-14,62476.91
Store_2_Dept_2,2011-10-21,60669.07
Store_2_Dept_1,2011-10-21,33205.32
Store_2_Dept_2,2011-10-28,59276.11
Store_2_Dept_1,2011-10-28,43490.95
Store_2_Dept_1,2011-11-04,55729.13
Store_2_Dept_2,2011-11-04,65483.49
Store_2_Dept_2,2011-11-11,61463.38
Store_2_Dept_1,2011-11-11,23151.55
Store_2_Dept_1,2011-11-18,23923.11
Store_2_Dept_2,2011-11-18,61442.83
Store_2_Dept_2,2011-11-25,64808.41
Store_2_Dept_1,2011-11-25,25542.74
Store_2_Dept_2,2011-12-02,60333.21
Store_2_Dept_1,2011-12-02,29959.08
Store_2_Dept_2,2011-12-09,66160.47
Store_2_Dept_1,2011-12-09,43639.97
Store_2_Dept_1,2011-12-16,63109.72
Store_2_Dept_2,2011-12-16,73364.19
Store_2_Dept_1,2011-12-23,75779.45
Store_2_Dept_2,2011-12-23,93511.03
Store_2_Dept_1,2011-12-30,31246.27
Store_2_Dept_2,2011-12-30,57846.27
Store_2_Dept_1,2012-01-06,20481.45
Store_2_Dept_2,2012-01-06,64877.05
Store_2_Dept_1,2012-01-13,21569.9
Store_2_Dept_2,2012-01-13,62505.79
Store_2_Dept_1,2012-01-20,23397.02
Store_2_Dept_2,2012-01-20,61438.15
Store_2_Dept_2,2012-01-27,58151.34
Store_2_Dept_1,2012-01-27,22833.08
Store_2_Dept_1,2012-02-03,28813.06
Store_2_Dept_2,2012-02-03,71322.01
Store_2_Dept_1,2012-02-10,41247.02
Store_2_Dept_2,2012-02-10,69165.6
Store_2_Dept_1,2012-02-17,77394.09
Store_2_Dept_2,2012-02-17,70027.01
Store_2_Dept_1,2012-02-24,25613.67
Store_2_Dept_2,2012-02-24,66451.66
Store_2_Dept_1,2012-03-02,25556.15
Store_2_Dept_2,2012-03-02,70768.55
Store_2_Dept_1,2012-03-09,26173.93
Store_2_Dept_2,2012-03-09,66870.9
Store_2_Dept_1,2012-03-16,27320.08
Store_2_Dept_2,2012-03-16,68851.41
Store_2_Dept_1,2012-03-23,29868.82
Store_2_Dept_2,2012-03-23,63447.81
Store_2_Dept_2,2012-03-30,63778.8
Store_2_Dept_1,2012-03-30,37052.68
Store_2_Dept_2,2012-04-06,70382.23
Store_2_Dept_1,2012-04-06,75970.97
Store_2_Dept_2,2012-04-13,61390.48
Store_2_Dept_1,2012-04-13,56093.13
Store_2_Dept_2,2012-04-20,67363.12
Store_2_Dept_1,2012-04-20,22568.57
Store_2_Dept_2,2012-04-27,61562.95
Store_2_Dept_1,2012-04-27,22414.38
Store_2_Dept_2,2012-05-04,67046.93
Store_2_Dept_1,2012-05-04,22711.04
Store_2_Dept_2,2012-05-11,61750.11
Store_2_Dept_1,2012-05-11,25661.21
Store_2_Dept_2,2012-05-18,63948.19
Store_2_Dept_1,2012-05-18,25982.7
Store_2_Dept_1,2012-05-25,23561.25
Store_2_Dept_2,2012-05-25,66419.23
Store_2_Dept_2,2012-06-01,64912.65
Store_2_Dept_1,2012-06-01,23076.47
Store_2_Dept_2,2012-06-08,70841.55
Store_2_Dept_1,2012-06-08,24826.25
Store_2_Dept_1,2012-06-15,24016.43
Store_2_Dept_2,2012-06-15,66904.1
Store_2_Dept_2,2012-06-22,68915.17
Store_2_Dept_1,2012-06-22,24155.67
Store_2_Dept_2,2012-06-29,66611.66
Store_2_Dept_1,2012-06-29,23580.74
Store_2_Dept_1,2012-07-06,24052.7
Store_2_Dept_2,2012-07-06,70409.25
Store_2_Dept_2,2012-07-13,65225.27
Store_2_Dept_1,2012-07-13,23148.57
Store_2_Dept_2,2012-07-20,65537.3
Store_2_Dept_1,2012-07-20,23813.13
Store_2_Dept_2,2012-07-27,66605.41
Store_2_Dept_1,2012-07-27,23025.51
Store_2_Dept_2,2012-08-03,69431.69
Store_2_Dept_1,2012-08-03,22851.99
Store_2_Dept_2,2012-08-10,67146.39
Store_2_Dept_1,2012-08-10,23261.95
Store_2_Dept_2,2012-08-17,68857.79
Store_2_Dept_1,2012-08-17,24793.54
